acgme_id,rise_program_id,program_name,institution,city,state,source_ticket,adversarially_validated,resident_roster_total,resident_classified_total,resident_unclassified_total,us_md_count,do_count,img_count,caribbean_img_count,img_other_count,other_or_unresolved_count,us_md_pct_of_classified,do_pct_of_classified,img_pct_of_classified,caribbean_img_pct_of_classified,classified_coverage_pct_of_roster,roster_snapshot_date_or_cycle,composition_type,official_program_statistic,denominator_basis,unknowns_excluded_from_percentage,estimate_method,estimate_confidence,disclaimer,percentages_available,source_urls
1804813163,RISE-NEURO-0165,Texas Tech University Health Sciences Center at Lubbock Program,Texas Tech University Health Sciences Center at Lubbock,Lubbock,TX,P1-RISE-ALEJANDRA-NEURO-TX-OPUS5-STAGEB-007,NO,19,19,0,0,2,17,0,17,0,0.0,10.5,89.5,0.0,100.0,AY2026-2027,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",HIGH,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://www.ttuhsc.edu/faculty-staff-directory/akash-raola;https://www.ttuhsc.edu/faculty-staff-directory/chanaka-kahathuduwa;https://www.ttuhsc.edu/faculty-staff-directory/damla-yagmur;https://www.ttuhsc.edu/faculty-staff-directory/daniel-uribe-padilla;https://www.ttuhsc.edu/faculty-staff-directory/dinesh-barakoti;https://www.ttuhsc.edu/faculty-staff-directory/gwyn-srifuengfung;https://www.ttuhsc.edu/faculty-staff-directory/harini-gali;https://www.ttuhsc.edu/faculty-staff-directory/juan-moncayo;https://www.ttuhsc.edu/faculty-staff-directory/jwana-qussous;https://www.ttuhsc.edu/faculty-staff-directory/kenneth-harbour;https://www.ttuhsc.edu/faculty-staff-directory/madison-lackey;https://www.ttuhsc.edu/faculty-staff-directory/marjorie-ho;https://www.ttuhsc.edu/faculty-staff-directory/myriam-vijil-mejia;https://www.ttuhsc.edu/faculty-staff-directory/pamela-davila-siliezar;https://www.ttuhsc
1804821108,RISE-NEURO-0256,University of Texas Southwestern Medical Center Program,University of Texas Southwestern Medical Center,Dallas,TX,P1-RISE-ALEJANDRA-NEURO-TX-OPUS5-BENCH-006A,NO,44,44,0,43,0,1,0,1,0,97.7,0.0,2.3,0.0,100.0,,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",HIGH,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://www.utsouthwestern.edu/departments/neurology/education/residency/residents.html
1804821110,RISE-NEURO-0008,Baylor College of Medicine Program,Baylor College of Medicine,Houston,TX,P1-RISE-ALEJANDRA-NEURO-TX-OPUS5-BENCH-006A,NO,36,3,33,1,0,2,0,2,33,33.3,0.0,66.7,0.0,8.3,,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",LOW,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://www.bcm.edu/departments/neurology/education/adult-neurology-residency/residents;https://www.bcm.edu/departments/neurology/education/adult-neurology-residency/residents/first-year-residents;https://www.bcm.edu/departments/neurology/education/adult-neurology-residency/residents/second-year-residents;https://www.bcm.edu/departments/neurology/education/adult-neurology-residency/residents/third-year-residents
1804821112,RISE-NEURO-0252,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,San Antonio,TX,P1-RISE-ALEJANDRA-NEURO-TX-OPUS5-STAGEB-007,NO,37,3,34,0,3,0,0,0,34,0.0,100.0,0.0,0.0,8.1,AY2026-2027 (page modified 2026-07-08),ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",LOW,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://lsom.uthscsa.edu/neurology/education/residency-program/current-residents/
1804821127,RISE-NEURO-0147,San Antonio Uniformed Services Health Education Consortium Program,San Antonio Uniformed Services Health Education Consortium,JBSA Ft Sam Houston,TX,P1-RISE-ALEJANDRA-NEURO-TX-OPUS5-STAGEB-007,NO,0,0,0,0,0,0,0,0,0,,,,,,2026-2027 academic year as reflected in the FREIDA record last updated 2026-02-19 and the program page last updated 2025-07-28,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",NONE_NO_ROSTER,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",False,
1804831111,RISE-NEURO-0250,University of Texas Health Science Center at Houston Program,University of Texas Health Science Center at Houston,Houston,TX,P1-RISE-ALEJANDRA-NEURO-TX-OPUS5-BENCH-006A,NO,48,36,12,21,7,8,1,7,12,58.3,19.4,22.2,2.8,75.0,,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",MEDIUM,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://med.uth.edu/neurology/education/residency-training-program/meet-our-residents/;https://med.uth.edu/neurology/resident-roster/
1801100001,RISE-NEURO-0057,HCA Florida Healthcare/Westside/Northwest Hospital Program,"HCA Florida Healthcare (sponsoring institution, Fort Lauderdale, FL); primary teaching site HCA Florida Westside Hospital, Plantation, FL; participating sites HCA Florida Northwest Hospital, Margate, FL and Nicklaus Children's Hospital, Miami, FL",Margate (program mailing address); primary teaching site is Plantation,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,0,0,0,0,0,0,0,0,0,,,,,,AY 2026-27,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",NONE_NO_ROSTER,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",False,
1801100002,RISE-NEURO-0046,Florida International University/Baptist Health Program,Florida International University (Herbert Wertheim College of Medicine) with Baptist Health South Florida,Miami,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,8,8,0,6,0,2,1,1,0,75.0,0.0,25.0,12.5,100.0,AY2026-2027,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",HIGH,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://medicine.fiu.edu/academics/residencies-and-fellowships/neurology-residency-bhsf/residents/
1801100003,RISE-NEURO-0135,Orlando Health Program (Adult Neurology),Orlando Health,Orlando,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,9,8,1,2,3,3,0,3,1,25.0,37.5,37.5,0.0,88.9,AY2025-26 (the live page has not been refreshed for AY2026-27; its content is identical to the 2026-02-17 Wayback snapshot),ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",MEDIUM,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://web.archive.org/web/20230325112354/https://www.orlandohealth.com/medical-professionals/graduate-medical-education/residency-programs/neurology-residency/people/residents/zisan-akcaag;https://web.archive.org/web/20230922124050/https://www.orlandohealth.com/medical-professionals/graduate-medical-education/residency-programs/neurology-residency/people/residents/christine-ochoa;https://web.archive.org/web/20230929080248/https://www.orlandohealth.com/medical-professionals/graduate-medical-education/residency-programs/neurology-residency/people/residents/brandon-donley;https://web.archive.org/web/20240916104219/https://www.orlandohealth.com/medical-professionals/graduate-medical-education/residency-programs/neurology-residency/people/residents/raneem-maqsood;https://web.archive.org/web/20250210185443/https://www.orlandohealth.com/medical-professionals/graduate-medical-education/residen
1801100004,RISE-NEURO-0015,Broward Health Program (Adult Neurology); the program styles itself the 'Broward Health North Program' and the 'Broward Health Neurology Residency Program',"Broward Health (North Broward Hospital District) - sponsoring institution, Fort Lauderdale; Broward Health North, Deerfield Beach - primary teaching site",Deerfield Beach,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,9,9,0,0,1,8,3,5,0,0.0,11.1,88.9,33.3,100.0,AY2026-2027,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",HIGH,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://www.browardhealth.org/gme/training-programs/residency/neurology/residents
1801100005,RISE-NEURO-0056,"HCA Florida Healthcare/Kendall Hospital Program - Neurology Residency Program, HCA Florida Kendall Hospital","HCA Florida Kendall Hospital (sponsored by HCA Florida Healthcare / HCA Healthcare East FL Division GME, institution code 2232)",Miami,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,0,0,0,0,0,0,0,0,0,,,,,,AY2026-27,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",NONE_NO_ROSTER,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",False,
1801100008,RISE-NEURO-0002,AdventHealth Orlando Neurology Residency Program (registry: 'AdventHealth Florida Program'),AdventHealth Florida (ACGME sponsoring institution); AdventHealth Orlando (ACGME institution and FREIDA primary teaching site); clinically based at the AdventHealth Neuroscience Institute,Orlando,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,0,0,0,0,0,0,0,0,0,,,,,,,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",NONE_NO_ROSTER,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",False,
1801100155,RISE-NEURO-0196,University of Central Florida/HCA Florida Healthcare (Greater Orlando/Osceola) Program - Adult Neurology,University of Central Florida/HCA Florida Healthcare GME Consortium (ACGME Sponsoring Institution); primary teaching site HCA Florida Osceola Hospital,Kissimmee,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,0,0,0,0,0,0,0,0,0,,,,,,,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",NONE_NO_ROSTER,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",False,
1801100156,RISE-NEURO-0080,Larkin Community Hospital Program,"Larkin Community Hospital (Larkin Health System), South Miami Campus",South Miami,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,16,16,0,0,0,16,0,16,0,0.0,0.0,100.0,0.0,100.0,AY2026-27,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",HIGH,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://www.graduatemedicaleducation.org/our-residents-neurology/
1801100157,RISE-NEURO-0045,Florida Atlantic University Charles E. Schmidt College of Medicine Program — Neurology,Florida Atlantic University Charles E. Schmidt College of Medicine,Boca Raton,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,12,12,0,2,4,6,5,1,0,16.7,33.3,50.0,41.7,100.0,2025/2026,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",HIGH,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://www.fau.edu/medicine/gme/residency-fellowship/neurology/residents/
1801100158,RISE-NEURO-0079,Larkin Community Hospital Palm Springs Campus Program,Larkin Community Hospital Palm Springs Campus,Hialeah,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,16,0,16,0,0,0,0,0,16,,,,,0.0,AY2025-2026 as published September 2026,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",LOW,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",False,https://www.graduatemedicaleducation.org/our-residents-neurology-psc/
1801100159,RISE-NEURO-0109,Memorial Healthcare System (Hollywood Florida) Program,Memorial Healthcare System / South Broward Hospital District,Hollywood,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,16,16,0,3,11,2,0,2,0,18.8,68.8,12.5,0.0,100.0,AY2025-2026 as published (PGY-4 labelled Class of 2026); one cycle behind as of September 2026,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",HIGH,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",True,https://www.mhs.net/education/graduate-medical-education/residency-and-fellowship-programs/neurology-residency/residents
1801100160,RISE-NEURO-0136,Palmetto General Hospital Program,Palmetto General Hospital (Sponsoring Institution; operated by Healthcare Systems of America since approximately September 2024),Hialeah,FL,P1-RISE-ALEJANDRA-NEURO-FL-OPUS5-008,YES,0,0,0,0,0,0,0,0,0,,,,,,,ROSTER_DERIVED_ESTIMATE,False,CLASSIFIED_RESIDENTS,True,"Per-resident classification from the program's own published roster using institution-based rules only (school string and, where published, degree suffix). Puerto Rico LCME schools classify as US_MD. Caribbean is an IMG subtype. No inference from any person's name, ethnicity, language or nationality.",NONE_NO_ROSTER,"Estimated from the residency roster published by the program. No official program-level MD/DO/IMG composition statistic was available. Percentages are a best estimate based on identifiable resident medical schools and/or degree designations shown on the roster, and may be incomplete where resident background is not published.",False,
