acgme_id,rise_program_id,program_name,state,kind,locus,detail,handling,adversarially_validated
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,CONFLICT_PRESERVED,conflicts[7],"MOVEMENT DISORDERS MATURITY - I PARTIALLY CHALLENGE THE SIBLING'S WAVE-1 FINDING. The sibling reported movement disorders as 'still being built', citing a February 2026 job posting. I confirm the posting exactly (posted 18 February 2026, UT Austin Dell Medical School, closing 25 August 2027, seeking a fellowship-trained movement disorders neurologist to 'develop a comprehensive program in movement disorders' and build 'a new comprehensive movement disorders program'), and I confirm there is no movement disorders fellowship, no Movement Disorders Center in the Mulva Clinic's subspecialty list, and no academic movement disorders division. BUT 'still being built' materially understates what already exists on the clinical side at MY site specifically. The adult residency's own Curriculum page states that at the Ascension Seton Brain & Spine Institute 'Residents complete outpatient rotations as part of this comprehensive program with an array of neurologists with different subspecialities, including epileptologists, clinical neurophysiologists and movement disorder specialists', and separately lists 'additional outpatient offerings such as epilepsy and movement disorder rotations' as a named PGY-4 rotation. I verified one such specialist from a primary source: Erik Z. Krause, D.O., ABPN-certified neurologist at Ascension Medical Group Seton Neurology, Jefferson Building, 1600 W 38th St Ste 200, with movement disorders fellowship training, treating Parkinson's disease, tremor, myoclonus, dystonia, Huntington's disease, tics and ataxia, and 'trained in deep brain stimulation (DBS) programming and botulinum toxin injections'. Dell Med also lists Mariana Georgeta Varga, M.D. as 'Affiliate Faculty, Department of Neurology... a neurologist specializing in movement disorders' with ",Preserve; do not resolve,NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,CONFLICT_PRESERVED,conflicts[8],"REGISTRY SAYS THE PROGRAM IS NOT ACCEPTING APPLICATIONS THIS YEAR - IT IS. The registry's 'Program Status' field reads 'FREIDA: not accepting current year; accepting next year'. The FREIDA survey_2026 record I read (received 2026-07-21, node changed 2026-08-20) reports field_accepting_current_year = true. This is a straight reversal driven by the registry being hydrated from the prior survey cycle. Acting on the registry value would have caused Alejandra to skip a program that is actively recruiting for exactly her cycle.",Preserve; do not resolve,NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,CONFLICT_PRESERVED,conflicts[9],"STEP 2 REQUIREMENT SEMANTICS. The registry reports 'US MD Step 2 Required: Yes', 'IMG Step 2 Required: Yes', 'DO Step 2 Required: Yes' and similarly for Step 1. FREIDA's underlying survey separates two different questions: field_usmle_us_md_pass_ck = true (a PASSING score is required at some point) versus field_usmle_step_2_required = false and field_usmle_step2_req_int = false (a score is NOT a required application element and NOT required for an interview). The registry collapsed the first into the language of the second. This is the most consequential registry defect in the whole row for Alejandra, because read naively it says a program with a late-arriving Step 2 score is closed to her when the program's own survey says the opposite.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT,domain:7_yog_limit,"Registry field 'Medical School Graduation Timeline: 5' is CONFIRMED as a faithful copy of FREIDA but is CONTRADICTED by the program's own prose. Preserved as a conflict, not silently resolved.",Preserve both readings; do not project a single value,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT,domain:21_salary_benefits,"Also a MENTAL-HEALTH conflict: FREIDA says inpatient and outpatient mental health benefits are 'Not Available', while the university publicises the UT Employee Assistance Program (UTEAP) and UT Tyler Wellness on the residency's own Resident Resources page. Worth a direct question.",Preserve both readings; do not project a single value,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[0],"PROGRAM TYPE - THE CENTRAL CONFLICT. NRMP's own Program Results 2022-2026 lists UT Tyler Neurology under exactly one code, 3626180R0, for both appointment years it has participated in (2025 and 2026). NRMP defines an 'R' code as a Physician position that 'begins in the year of the Match', is 'reserved for physicians with prior graduate medical education', and explicitly states 'Physician positions are not available to senior medical students.' FREIDA's 2026 program survey, completed by the program itself and received 2026-06-12, instead ticks field_pgy2_pos_type_advanced = true with field_pgy2_pos_type_reserved = false, which would make it an 'A' code that a senior student CAN match. The program's own webpage uses the word 'advanced' in plain English ('The program is currently an advanced one and will accept residents starting in the PGY-2 year') without naming an NRMP code. The 2027-appointment-year code is not yet published anywhere. This conflict decides whether Alejandra is eligible to apply at all in her graduating cycle and cannot be resolved from published sources; it must be settled by direct enquiry to the program.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[1],"AUTOMATIC PRELIM MATCH. The program page asserts 'An applicant who matches into Neurology, will automatically match in the Transitional Year for internship.' FREIDA's 2026 survey for the same program sets field_coordinated_pgy1_pos = false and field_offers_preliminary_positio = false, and UT Tyler's Transitional Year is a structurally separate NRMP program with its own code (3626999P0) and its own quota (8/8 filled in 2026) that an applicant must rank independently. The program sentence also sits in a paragraph about the 2028-2029 season, so it may describe a future intention rather than current practice. An applicant who relied on it and did not separately rank preliminary/TY programs could end up matched to neurology with no intern year.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[2],"PROGRAM'S OWN TIMELINE IS INTERNALLY INCONSISTENT. The page reads 'our goal, in 2028-2029 season, we will interview candidates for both PGY-1 and PGY-2 years with a PGY1 start date of July 2028.' An application season labelled 2028-2029 produces a July 2029 start, not July 2028; a July 2028 PGY-1 start comes from the 2027-2028 season. The landing page separately says 'Our goal is that for 2028, the program will be able to simultaneously interview for PGY-1 and PGY-2 years.' Which cycle actually opens PGY-1 recruitment is therefore ambiguous by one year on the program's own pages - directly material to whether Alejandra's 2026-27 or her fallback 2027-28 cycle is the first with a PGY-1 option.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[3],"RESIDENT COUNT: COMPLEMENT PRESENTED AS CENSUS ON THE PROGRAM'S OWN SITE. The UT Tyler Neurology department page's stat block reads '12 Residents in Training' under the heading 'Neurology at a Glance'. The program's Current Residents page names eight. FREIDA's field_total_positions = 12 and field_program_size = [4,4,4] confirm 12 is the approved complement. The true current headcount is 8 and there is no PGY-4 class. This is the Stage A complement-as-census defect appearing in the primary source rather than in the registry - and here the registry's 'Total Residents: 8' is actually the more accurate figure.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[4],YEAR-OF-GRADUATION LIMIT. The program page states 'we do not place exclusions based on ... number of years since medical school graduation.' The program's own FREIDA 2026 survey sets field_years_since_graduation = 5 with field_years_since_graduation_na = false. Both are official and they contradict each other. Moot for Alejandra (YOG 0-1) but a live issue for any older applicant.,Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[5],"SALARY. The UT Tyler GME office publishes 'Resident Annual Salary - 2026-2027' as PGY-1 $64,168 / PGY-2 $66,664 / PGY-3 $69,160 / PGY-4 $71,656. FREIDA's 2026 survey reports PGY-2 $64,100 / PGY-3 $66,500 / PGY-4 $68,900 with the PGY-1 slot null. Both are official institutional sources and neither is obviously stale. The practically important point is separate from the conflict: because entry is at PGY-2, the registry's 'Salary PGY1: 64100' is not the figure an entering resident would be paid under either table.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[6],"MOONLIGHTING. The neurology program page states 'Residents in the UT Tyler Neurology Residency Program are not permitted to moonlight at any point during their residency training.' The institutional GME Residency Benefits page states 'With program director approval, moonlighting opportunities are available to residents who have obtained a Texas Medical Board license.' FREIDA field_allows_moonlighting = false agrees with the program. The program-specific prohibition is the operative rule, but the institutional page would mislead an applicant who read only it.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[7],"INTERVIEW FORMAT. The program page says 'Following ACGME and NRMP recommendations, we will conduct all residency recruitment activities virtually' and lists a 'Virtual interview season October to January' and a 'Virtual Open House September 28, 2026'. FREIDA's 2026 survey sets field_interview_type = 1 (In Person) and field_video_interview = false; the registry likewise carries 'Applicant Interview Format: In Person'. The program's own dated calendar is the better evidence and says virtual, but the AMA listing an applicant is likely to consult says in person.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[8],"INTERVIEW VOLUME. Registry: 'Interviews Conducted Last Year: 65' and 'Interviews Per First Year Position: 16.3:1', with historical '2023: 50/null; 2024: 65/0'. FREIDA's 2026 survey gives field_interviews_conducted = 50 and a revised history of 2023: 50 interviews / null positions, 2024: 65 / 0 positions, 2025: 50 interviews / 4 positions - i.e. 12.5 interviews per position, not 16.3:1. Note the 2024 row records 0 first-year positions, consistent with the program not participating in the 2024 Match per NRMP.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[9],"FACULTY COUNT. The department page advertises '12 Faculty Experts... Focusing on 10 neurological specialties'. The residency Faculty & Staff page names 11 physicians plus one non-physician program administrator, and FREIDA's 2026 survey gives field_total_physician = 11. The '12' most likely counts Rebecca Sims or an unlisted faculty member. Minor, but it is the same over-count pattern as the resident stat block on the same page.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[10],"PD TITLE. The residency Faculty & Staff page lists Dr. Chitnis as 'Professor and Interim Chair of Neurology'; the department directory page lists her as 'Department Chair'. Additionally, effective 2026-09-01 she was appointed Associate Dean for Faculty Affairs while retaining both the chair and the program director roles - a material concentration of duties in one person at a program with no other published leadership depth beyond a single APD.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[11],"SUPPORTING GME PROGRAMS. The residency landing page states 'We have robust GME programs in Internal Medicine, Family Medicine, Psychiatry, RADIOLOGY and NEUROSURGERY to support the multidisciplinary care of neurology patients.' The UT Tyler GME office's own program list contains no Radiology residency and no Neurosurgery residency - the 12 residencies are Anesthesiology, Family Medicine (Athens), Family Medicine (Tyler), General Preventive Medicine, General Surgery, Internal Medicine, Neurology, Occupational & Environmental Medicine, Psychiatry, Rural Family Medicine, Rural Psychiatry and Transitional Year. The claimed radiology and neurosurgery training programs do not appear to exist at this sponsor.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[12],"MENTAL HEALTH BENEFITS. FREIDA's 2026 survey records both field_benefit_inpatient_mental and field_benefit_outpatient_mental as 'Not Available' (and disability-HIV 'Not Available'), while the residency's Resident Resources page promotes 'UT Tyler Wellness' and the 'UT Employee Assistance Program (UTEAP)' under a Wellness Program heading. These may be describing different things (insurance coverage vs an EAP), but as published they read as contradictory.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[13],"LETTERS OF RECOMMENDATION. Registry: 'Minimum LOR: 2'. Program page and FREIDA 2026 survey both say three ('Three letters of recommendation'; field_min_letters_req = 3, field_max_letters_req = 4). The registry minimum is stale by one cycle and would under-prepare an applicant.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[14],"ACCEPTING STATUS. Registry: 'Program Status: FREIDA: not accepting current year; accepting next year'. FREIDA's 2026 survey: field_accepting_current_year = true, field_accepting_next_year = false - the exact inverse. The program's own dated calendar (registration opens 2026-09-02, Match Day 2027-03-19) confirms it is actively recruiting now.",Preserve; do not resolve,NO
1804800004,RISE-NEURO-0251,University of Texas Health Science Center at Tyler Program,TX,CONFLICT_PRESERVED,conflicts[15],"MEDICAL EDUCATION GAP EXPECTATION. Registry: 'Gap Experience Requirement: Research or other medical education pursuits (clinical experience not required)'. FREIDA 2026 survey field_medical_education_gap: 'Clinical experience in the US or outside the US'. The program now expects a gap to be filled with clinical work, the opposite of what the registry says.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT,domain:5_step2_timing,Timing was NOT inferred from the existence of a score minimum - there is no published minimum at all. The determination rests on the enumerated ERAS documentation list versus the FREIDA interview-requirement flag. This is the single most decision-relevant conflict in the dossier for a student testing late September 2026 with mid-October results.,Preserve both readings; do not project a single value,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[0],"TOTAL RESIDENTS. Registry (FREIDA snapshot 2026-02-19): 'Total Residents: 16' and 'Current Residents PGY1: 4; PGY2: 4; PGY3: 4'. Program's own roster page: 6 residents (4 PGY-1, 2 PGY-2), with no PGY-3 or PGY-4 tabs. NRMP 2026 program results: 4 categorical + 2 reserved filled, nothing 2022-2025. PRESERVED AS: 16 = ACGME-approved complement (FREIDA field_total_positions 16, field_program_size [4,4,4,4]); 6 = actual current census. Both values are correct for different questions; the registry field is mislabeled as a census.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[1],ERAS PARTICIPATION. Registry: 'ERAS Participates: No'. Program website: 'accepts applications through the internet-based ERAS program'. FREIDA 2026 survey (received 2026-07-21): field_participates_in_eras = true. PRESERVED; primary sources preferred. Registry value appears to be a stale/default from the older FREIDA snapshot.,Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[2],NRMP MAIN MATCH PARTICIPATION. Registry: 'NRMP Main Match Participation: No'. FREIDA 2026 survey: field_match_nrmp_main = true. NRMP Program Results March 2026: the program appears with two codes and 6 filled positions in the 2026 Match. PRESERVED; NRMP's own published results are decisive against the registry value.,Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[3],"STEP 2 CK TIMING. Program website: Step 2 results are part of the documentation that 'must include' items submitted through ERAS (implies required at submission). FREIDA 2026 survey: field_usmle_step2_req_int = false and field_usmle_step_2_required = false (not required for interview). Logically irreconcilable. PRESERVED UNRESOLVED; see step2_timing. Program website treated as the stricter planning assumption, not as a resolution.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[4],"SALARY PAID BY / TAX STATUS. Registry: 'Salary Paid By: Non-profit institution'. FREIDA 2026 survey: field_salary_paid_nonprofit = 'No'. DHR Health GME Health Equity Needs Assessment 2025: 'DHR Health is a for-profit, physician-owned hospital'. DHR site footer: 'DHR Health meets the federal definition of a physician-owned hospital (42 CFR 489.3)'. PRESERVED; registry value contradicted by three independent DHR/FREIDA sources.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[5],"FACULTY COUNT. Registry: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1', 'Female Faculty Percent: 0.00%'. FREIDA 2026 survey: field_total_physician = 7, field_ratio_ft_faculty = 0.40, field_pct_ft_female = 28.60. Program website: 8 named faculty (PD + 2 APD + 5 core). PRESERVED; three different counts. Registry zeros are placeholder artifacts; the 7-vs-8 gap between FREIDA and the website is unexplained and may reflect a part-time or newly added faculty member.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[6],"ADDITIONAL TRAINING BEYOND ACCREDITED LENGTH. Registry: 'No'. FREIDA 2026 survey: field_beyond_accredited_length = true. PRESERVED unresolved; the program publishes no description of any additional training requirement, so the meaning of the FREIDA flag is unclear.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[7],"WORK HOURS. Registry: 'Average Work Hours: 0 hours/week', 'Average Hours Per Week First Year: 0', 'Maximum Consecutive Hours First Year: 0'. FREIDA 2026 survey: field_avg_hours_on_duty_y1 = 40, field_max_hours_on_duty_y1 = 12, field_avg_24hr_off_duty_y1 = 1.00. PRESERVED; registry zeros are null-sentinels from a period when the program had no residents to report on.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[8],"INTERVIEW STATISTICS. Registry: 'Interviews Conducted Last Year: 0', 'Historical Interview Stats: 2024: 0/null'. FREIDA 2026 survey: field_historical_interview_stats = [{2024: 0 interviews}, {2025: 80 interviews, 4 first-year positions}], field_interviews_conducted = 80. PRESERVED; not truly contradictory - the registry simply predates the program's first recruitment season.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[9],"PGY-2 RESERVED POSITIONS. NRMP 2026: code 2353180R0, 'Reserved'/Physician positions, quota 2, filled 2 - PGY-2 positions reserved for physicians with prior GME. FREIDA 2026 survey: field_pgy2_pos_type_reserved is empty/false and field_requires_previous_gme = 'No'. PRESERVED; NRMP's published results are preferred as the authoritative record of positions actually offered, and the program's roster (2 PGY-2 residents with no PGY-1 year at DHR) corroborates NRMP.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[10],"GLORIA MIRELES, MD - AFFILIATION. DHR Health neurology residency page lists her as Core Faculty / Neurology / Movement Disorders. Third-party directories (Healthgrades, WebMD, Doximity, US News, accessed via search summaries) place her at South Texas Neurological Center, McAllen, with hospital affiliations to Rio Grande Regional Hospital and McAllen Medical Center, and no DHR affiliation; no DHR physician profile page exists for her (multiple slug patterns 404). PRESERVED; the program's own page is preferred for her core-faculty role, and aggregator training details (UTMB Galveston; residency 'Kino Community Hospital') are recorded as LOW confidence and not relied upon.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[11],"ZUKA KHABBAZEH, MD - SUBSPECIALTY. Residency page lists her expertise as 'Neurophysiology / Neuromuscular Medicine / Movement Disorders'. Her own DHR Health physician biography lists residency at University of Cincinnati Medical Center, an EEG fellowship at Wayne State/Harper Hospital, and a neuromuscular disease and clinical EMG fellowship at Henry Ford Hospital - with no movement disorders training mentioned. PRESERVED unresolved; relevant to how much weight to place on the program's movement disorders claim.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[12],"PROGRAM DIRECTOR NAME FORM. Residency page: 'Roberto Cruz Saldana, MD'. DHR Health physician directory: 'R. Alejandro Cruz, MD' / 'Roberto Alejandro Cruz, M.D.'. DHR Health press release: 'Dr. Roberto Alejandro Cruz'. PRESERVED as a naming variance, not a substantive conflict - identity confirmed by matching neuroimmunology/MS subspecialty and the 'only fellowship-trained neuroimmunologist in the RGV' claim appearing in both places.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[13],"UNIVERSITY AFFILIATION. FREIDA 2026 survey: field_program_best_described_as = 'Community-based university affiliated'. FREIDA institution node 489651: medical school relationship = 'Univ of Texas Rio Grande Valley Sch of Med', but that node's revision_timestamp is 2019, making it stale. DHR Health's current GME page names no medical school partner in its text and identifies its DIO as serving the 'RGV GME Consortium / DHR Health'. Separate news coverage reports DHR Health announced the end of its partnership with Texas A&M University. PRESERVED unresolved; the identity of the current degree-granting medical school affiliate could not be confirmed from a current primary source.",Preserve; do not resolve,NO
1804800005,RISE-NEURO-0039,"Doctors Hospital At Renaissance, Ltd. Program",TX,CONFLICT_PRESERVED,conflicts[14],"RESEARCH ROTATION DURATION. FREIDA 2026 survey: field_research_rotation = 'Required', field_research_rotation_duration = 2 (units unspecified). Published block schedule: a single Research block, PGY-3 block 11. PRESERVED as a minor unresolved discrepancy.",Preserve; do not resolve,NO
