source_id,acgme_id,rise_program_id,program_name,state,domain,url,source_type,source_date,retrieved_at,confidence,domain_status
1804800001-S008,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,4_step2_requirement_minimum,https://residencyadvisor.com/program/university-of-texas-at-austin-dell-medical-school-ascension-seton-medical-center-program-neurology-austin-tx-1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,5_step2_timing,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,5_step2_timing,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,6_attempts_policy,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,6_attempts_policy,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,7_yog_limit,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,7_yog_limit,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,8_usce_requirement,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,8_usce_requirement,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,9_ecfmg_requirement,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,10_deadline_signaling,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,HIGH,CONFLICT
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,10_deadline_signaling,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,CONFLICT
1804800001-S009,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,10_deadline_signaling,https://students-residents.aamc.org/applying-residencies-eras/program-signaling-2027-myeras-application-season,OFFICIAL_PROGRAM,,2026-09-11,HIGH,CONFLICT
1804800001-S010,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,11_current_residents,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/resident-listing,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S003,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,11_current_residents,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,11_current_residents,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S010,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,12_resident_medical_schools,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/resident-listing,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,12_resident_medical_schools,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S010,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,13_resident_composition,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/resident-listing,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,13_resident_composition,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S007,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,14_leadership,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/team,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S002,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,14_leadership,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/directors-welcome,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S011,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,14_leadership,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences/multiple-sclerosis-and-neuroimmunology-center-care-team,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,14_leadership,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,15_core_faculty,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S002,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,15_core_faculty,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/directors-welcome,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S007,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,15_core_faculty,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/team,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S012,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,15_core_faculty,https://dellmed.utexas.edu/directory/esther-melamed,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S013,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,15_core_faculty,https://dellmed.utexas.edu/directory/leorah-freeman,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S014,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,15_core_faculty,https://dellmed.utexas.edu/directory/mariana-georgeta-varga,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S005,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,15_core_faculty,https://dellmed.utexas.edu/units/department-of-neurology,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,CONFLICT
1804800001-S003,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,16_movement_disorders,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S015,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,16_movement_disorders,https://careers.jamanetwork.com/job/110715844/movement-disorders-neurologist/?TrackID=24,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S016,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,16_movement_disorders,https://healthcare.ascension.org/find-care/provider/1194131888/erik-krause,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S014,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,16_movement_disorders,https://dellmed.utexas.edu/directory/mariana-georgeta-varga,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S017,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,16_movement_disorders,https://healthcare.ascension.org/specialty-care/neurology/movement-disorders-and-exercise-for-balance-problems/why-ascension/txaus-austin-tx-movement-disorder-care,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S005,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,16_movement_disorders,https://dellmed.utexas.edu/units/department-of-neurology,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S018,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,16_movement_disorders,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S019,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences/multiple-sclerosis,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S011,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences/multiple-sclerosis-and-neuroimmunology-center-care-team,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S018,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S012,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://dellmed.utexas.edu/directory/esther-melamed,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S013,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://dellmed.utexas.edu/directory/leorah-freeman,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S002,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/directors-welcome,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S003,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S007,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,17_ms_neuroimmunology,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/team,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S002,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,18_fellowships,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/directors-welcome,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S005,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,18_fellowships,https://dellmed.utexas.edu/units/department-of-neurology,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S020,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,18_fellowships,https://dellmed.utexas.edu/education/academics/graduate-medical-education/vascular-neurology-fellowship,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S021,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,18_fellowships,https://www.aan.com/Fellowship/Home/ListingView/2047?searchString=6%7C%7C%7C%7Cname,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S010,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,19_graduate_outcomes,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/resident-listing,NONE,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800001-S005,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,19_graduate_outcomes,https://dellmed.utexas.edu/units/department-of-neurology,NONE,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800001-S006,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,19_graduate_outcomes,https://dellmed.utexas.edu/education/academics/graduate-medical-education,NONE,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,19_graduate_outcomes,https://freida.ama-assn.org/program/1804800001,NONE,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800001-S020,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,19_graduate_outcomes,https://dellmed.utexas.edu/education/academics/graduate-medical-education/vascular-neurology-fellowship,NONE,,2026-09-11,MEDIUM,RESEARCHED_NOT_PUBLIC
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,20_board_pass_rate,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,NONE,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800001-S003,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,20_board_pass_rate,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,NONE,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800001-S022,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,20_board_pass_rate,https://dellmed.utexas.edu/education/academics/graduate-medical-education/resources/salary-and-benefits,NONE,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,20_board_pass_rate,https://freida.ama-assn.org/program/1804800001,NONE,,2026-09-11,HIGH,RESEARCHED_NOT_PUBLIC
1804800001-S022,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,21_salary_benefits,https://dellmed.utexas.edu/education/academics/graduate-medical-education/resources/salary-and-benefits,OFFICIAL_HR_BENEFITS,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,21_salary_benefits,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_HR_BENEFITS,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,21_salary_benefits,https://freida.ama-assn.org/program/1804800001,OFFICIAL_HR_BENEFITS,,2026-09-11,HIGH,VERIFIED
1804800001-S003,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,22_curriculum,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,22_curriculum,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S002,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,22_curriculum,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/directors-welcome,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,22_curriculum,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S020,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,22_curriculum,https://dellmed.utexas.edu/education/academics/graduate-medical-education/vascular-neurology-fellowship,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S023,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,22_curriculum,https://healthcare.ascension.org/locations/texas/txaus/austin-ascension-seton-medical-center-austin,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S003,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S002,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/directors-welcome,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S001,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/application-details,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S022,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://dellmed.utexas.edu/education/academics/graduate-medical-education/resources/salary-and-benefits,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S019,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences/multiple-sclerosis,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S007,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/team,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S020,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,23_why_this_program,https://dellmed.utexas.edu/education/academics/graduate-medical-education/vascular-neurology-fellowship,OFFICIAL_PROGRAM,,2026-09-11,HIGH,VERIFIED
1804800001-S003,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,24_spanish_latino_relevance,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S024,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,24_spanish_latino_relevance,https://communitycaretx.org/all-locations/sandra-joy-anderson-community-health-wellness-center/,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S005,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,24_spanish_latino_relevance,https://dellmed.utexas.edu/units/department-of-neurology,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S004,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,24_spanish_latino_relevance,https://freida.ama-assn.org/program/1804800001,OFFICIAL_PROGRAM,,2026-09-11,MEDIUM,PARTIALLY_VERIFIED
1804800001-S010,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,25_ucc_puerto_rico,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/resident-listing,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_FOUND
1804800001-S007,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,25_ucc_puerto_rico,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/team,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_FOUND
1804800001-S012,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,25_ucc_puerto_rico,https://dellmed.utexas.edu/directory/esther-melamed,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_FOUND
1804800001-S013,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,25_ucc_puerto_rico,https://dellmed.utexas.edu/directory/leorah-freeman,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_FOUND
1804800001-S014,1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,25_ucc_puerto_rico,https://dellmed.utexas.edu/directory/mariana-georgeta-varga,OFFICIAL_PROGRAM,,2026-09-11,HIGH,RESEARCHED_NOT_FOUND
