program_id,acgme_id,program_name,specialty,state,visa,usmle,comlex,attempts,yog,usce,ecfmg,application_deadline,signaling,resident_roster,resident_medical_school,img_evidence,do_evidence,usmd_evidence,caribbean_evidence,leadership,salary_benefits,size_structure,curriculum_features,fellowship_outcomes
rise_prg_e4078650-3a17-52c8-96d6-21ced2d67c92,1402631204,Abbott-Northwestern Hospital Program,Internal Medicine,MN,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_060e64ca-2516-58f8-a2c7-38fd26e1fbb8,1802600001,Abbott-Northwestern Hospital/Allina Health System Program,Neurology,MN,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_00ca1541-ad92-50c8-818e-342eca13e720,1204111258,Abington Memorial Hospital Program,Family Medicine,PA,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_4820ff31-3819-52bd-9682-cfd0438b0a73,4404112279,Abington Memorial Hospital Program,Surgery-General,AL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_5a3d8214-fb41-554b-a808-dfded2269ac8,1404112358,Abington Memorial Hospital Program,Internal Medicine,PA,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_d665b01b-bd0f-526c-a91f-79583f94fb45,2204112242,Abington Memorial Hospital Program,Obstetrics and Gynecology,PA,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_00bf47e3-25f3-5347-8a9a-9cab261c0bd0,1400300541,Abrazo Health Network Program,Internal Medicine,AZ,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_42f9291c-28f3-5134-af63-d602e7883109,1100300205,Abrazo Health Network Program,Emergency Medicine,AZ,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_6c019782-625a-530a-bc2c-79db1c9312bb,1200321029,Abrazo Health Network Program,Family Medicine,AZ,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,RESEARCHED_NOT_FOUND,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND
rise_prg_6eab3aef-fbe0-5bad-95ac-3b69cbbc3623,9990300227,Abrazo Health Network Program,Transitional Year,AZ,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_71ad9700-822e-5003-bd62-e71c76a2f726,4400300430,Abrazo Health Network Program,Surgery-General,AZ,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_53290e1b-cf1a-5254-979d-b51f2663428d,1205500571,AccessHealth Program,Family Medicine,WV,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND
rise_prg_22b5fe8d-33cb-5c64-815f-31afb9f8aa1e,4003800282,Adena Regional Medical Center Program,Psychiatry,OH,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_b100c894-d721-5e9e-b181-8b199b1d0ca7,1403800539,Adena Regional Medical Center Program,Internal Medicine,OH,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,RESEARCHED_NOT_FOUND,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_e0fad944-e4b0-5849-995d-a98dd5acb813,1203800696,Adena Regional Medical Center Program,Family Medicine,OH,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND
rise_prg_a86823d4-807a-57e7-bb43-97668e8e931a,1201100734,AdventHealth Florida (East Orlando) Program,Family Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_b3802bea-cc45-5bd3-906b-d39d33137a07,1101112190,AdventHealth Florida (East Orlando) Program,Emergency Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_d33120e8-e5a8-5b8e-b509-fc34f7231981,1201100005,AdventHealth Florida (Ocala) Program,Family Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_43c8d9d4-f25c-5b62-b15b-e6da3ed2ff07,4401112416,AdventHealth Florida (Orlando) Program,Surgery-General,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_6d72839d-ecfb-596e-9265-ffdbbc48a8aa,1401131539,AdventHealth Florida (Orlando) Program,Internal Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_c5d05913-1bfe-5934-9870-38e2fb36820b,2201100002,AdventHealth Florida (Orlando) Program,Obstetrics and Gynecology,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_2af46a32-1305-5a64-8486-11a695187dcc,1201100748,AdventHealth Florida (Sebring) Program,Family Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_be96db37-bdf5-5543-8522-45c03ff417a5,1401100962,AdventHealth Florida (Sebring) Program,Internal Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_2128554b-e787-530c-9840-b049b63d2374,2201100004,AdventHealth Florida (Tampa) Program,Obstetrics and Gynecology,FL,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_591cf3e8-68f2-5c90-aa80-00255303bc07,4401100005,AdventHealth Florida (Tampa) Program,Surgery-General,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_7e9dfd4c-caac-5d41-a917-b15846c908e4,1401100008,AdventHealth Florida (Tampa) Program,Internal Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_a0351026-23b8-5990-b53a-552d29778056,1201100006,AdventHealth Florida (Wesley Chapel) Program,Family Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_57f442dd-8a04-5ada-a158-7b9456a0d057,1201111088,AdventHealth Florida (Winter Park) Program,Family Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_fb786262-46ad-504f-a5c1-913cfe6340cd,9991100009,Adventhealth Florida Program,Transitional Year,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_407d919d-e0af-5108-9f97-3c652413e098,0601112067,AdventHealth Florida Program,Colon and Rectal Surgery,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_44f0337d-03f8-5ac2-b72d-9877c4c2a222,4801100004,AdventHealth Florida Program,Urology,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_45c75d9e-7a13-5a9e-9b39-ac5648f7bf81,4201112260,AdventHealth Florida Program,Radiology-Diagnostic,FL,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_5471c63a-794a-59d4-927c-f06b3e105eff,1801100008,AdventHealth Florida Program,Neurology,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_787ca201-9e5d-5ae4-aec3-c7a892999131,3201100429,AdventHealth Florida Program,Pediatrics,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_9279c792-7427-5fd1-8bf9-226d3ebc49ee,2601100003,AdventHealth Florida Program,Orthopaedic Surgery,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_ab71060a-8adf-5a7b-9da3-74a970ef2d68,1101100007,AdventHealth Florida Program,Emergency Medicine,FL,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_b3713a95-227e-5542-a7f9-f9972b9195f4,0401100003,AdventHealth Florida Program,Anesthesiology,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_c4592753-5a9b-5499-b84b-7eca34765ba5,2751100003,AdventHealth Florida Program,Osteopathic Neuromusculoskeletal Medicine,FL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_1ae57d78-c60e-51c8-9cd6-839d810dff2f,9991200236,AdventHealth Redmond Program,Transitional Year,GA,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_6802282f-8375-5fe4-81c1-8db6187737e1,1401200930,AdventHealth Redmond Program,Internal Medicine,GA,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,RESEARCHED_NOT_FOUND,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND
rise_prg_2db6a7cd-d5f9-5b91-9f76-21c454e7740d,1400500018,Adventist Health Central California Network (Bakersfield) Program,Internal Medicine,CA,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,RESEARCHED_NOT_FOUND,RESEARCHED_NOT_FOUND,NOT_RESEARCHED,RESEARCHED_NOT_FOUND,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND
rise_prg_d6fbdb7a-d95b-510d-8a08-45c3ab0309d6,1200513685,Adventist Health Central California Network (Hanford) Program,Family Medicine,CA,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
